Date	PD	Sex	TrapID	WoY	OLRE
01/04/2016	0	F	11	14	1
01/04/2016	0	F	12	14	2
01/04/2016	0	F	13	14	3
01/04/2016	0	F	14	14	4
01/04/2016	0	F	21	14	5
01/04/2016	0	F	22	14	6
01/04/2016	0	F	23	14	7
01/04/2016	0	F	24	14	8
01/04/2016	0	F	31	14	9
01/04/2016	0	F	32	14	10
01/04/2016	0	F	33	14	11
01/04/2016	0	F	34	14	12
01/04/2016	0	F	41	14	13
01/04/2016	0	F	42	14	14
01/04/2016	0	F	43	14	15
01/04/2016	0	F	44	14	16
01/04/2016	0	F	51	14	17
01/04/2016	0	F	52	14	18
01/04/2016	1	F	53	14	19
01/04/2016	0	F	54	14	20
01/04/2016	0	F	61	14	21
01/04/2016	0	F	62	14	22
01/04/2016	1	F	63	14	23
01/04/2016	0	F	64	14	24
01/04/2016	0	F	71	14	25
01/04/2016	0	F	72	14	26
01/04/2016	1	F	73	14	27
01/04/2016	0	F	74	14	28
01/04/2016	0	F	81	14	29
01/04/2016	0	F	82	14	30
01/04/2016	0	F	83	14	31
01/04/2016	0	F	84	14	32
01/04/2016	0	F	91	14	33
01/04/2016	0	F	92	14	34
01/04/2016	0	F	93	14	35
01/04/2016	1	F	94	14	36
01/04/2016	0	F	101	14	37
01/04/2016	0	F	102	14	38
01/04/2016	0	F	103	14	39
01/04/2016	0	F	104	14	40
01/04/2016	0	F	111	14	41
01/04/2016	0	F	112	14	42
01/04/2016	0	F	113	14	43
01/04/2016	0	F	114	14	44
01/04/2016	0	F	121	14	45
01/04/2016	0	F	122	14	46
01/04/2016	0	F	123	14	47
01/04/2016	0	F	124	14	48
01/04/2016	1	F	131	14	49
01/04/2016	0	F	132	14	50
01/04/2016	0	F	133	14	51
01/04/2016	0	F	134	14	52
01/04/2016	0	F	141	14	53
01/04/2016	0	F	142	14	54
01/04/2016	1	F	143	14	55
01/04/2016	1	F	144	14	56
01/04/2016	0	F	151	14	57
01/04/2016	0	F	152	14	58
01/04/2016	1	F	153	14	59
01/04/2016	0	M	11	14	1
01/04/2016	0	M	12	14	2
01/04/2016	0	M	13	14	3
01/04/2016	0	M	14	14	4
01/04/2016	0	M	21	14	5
01/04/2016	0	M	22	14	6
01/04/2016	0	M	23	14	7
01/04/2016	0	M	24	14	8
01/04/2016	0	M	31	14	9
01/04/2016	0	M	32	14	10
01/04/2016	0	M	33	14	11
01/04/2016	1	M	34	14	12
01/04/2016	0	M	41	14	13
01/04/2016	0	M	42	14	14
01/04/2016	1	M	43	14	15
01/04/2016	0	M	44	14	16
01/04/2016	0	M	51	14	17
01/04/2016	1	M	52	14	18
01/04/2016	3	M	53	14	19
01/04/2016	1	M	54	14	20
01/04/2016	0	M	61	14	21
01/04/2016	2	M	62	14	22
01/04/2016	2	M	63	14	23
01/04/2016	0	M	64	14	24
01/04/2016	0	M	71	14	25
01/04/2016	0	M	72	14	26
01/04/2016	0	M	73	14	27
01/04/2016	0	M	74	14	28
01/04/2016	0	M	81	14	29
01/04/2016	1	M	82	14	30
01/04/2016	0	M	83	14	31
01/04/2016	0	M	84	14	32
01/04/2016	0	M	91	14	33
01/04/2016	0	M	92	14	34
01/04/2016	1	M	93	14	35
01/04/2016	0	M	94	14	36
01/04/2016	0	M	101	14	37
01/04/2016	0	M	102	14	38
01/04/2016	0	M	103	14	39
01/04/2016	2	M	104	14	40
01/04/2016	0	M	111	14	41
01/04/2016	0	M	112	14	42
01/04/2016	3	M	113	14	43
01/04/2016	1	M	114	14	44
01/04/2016	0	M	121	14	45
01/04/2016	0	M	122	14	46
01/04/2016	0	M	123	14	47
01/04/2016	0	M	124	14	48
01/04/2016	0	M	131	14	49
01/04/2016	0	M	132	14	50
01/04/2016	1	M	133	14	51
01/04/2016	0	M	134	14	52
01/04/2016	0	M	141	14	53
01/04/2016	0	M	142	14	54
01/04/2016	0	M	143	14	55
01/04/2016	0	M	144	14	56
01/04/2016	0	M	151	14	57
01/04/2016	0	M	152	14	58
01/04/2016	0	M	153	14	59
06/04/2016	0	F	10	15	60
06/04/2016	0	F	11	15	61
06/04/2016	1	F	12	15	62
06/04/2016	0	F	13	15	63
06/04/2016	0	F	14	15	64
06/04/2016	0	F	20	15	65
06/04/2016	0	F	21	15	66
06/04/2016	0	F	22	15	67
06/04/2016	0	F	23	15	68
06/04/2016	0	F	24	15	69
06/04/2016	0	F	30	15	70
06/04/2016	0	F	31	15	71
06/04/2016	0	F	32	15	72
06/04/2016	0	F	33	15	73
06/04/2016	1	F	34	15	74
06/04/2016	0	F	40	15	75
06/04/2016	0	F	41	15	76
06/04/2016	0	F	42	15	77
06/04/2016	0	F	43	15	78
06/04/2016	0	F	44	15	79
06/04/2016	0	F	50	15	80
06/04/2016	0	F	51	15	81
06/04/2016	0	F	52	15	82
06/04/2016	0	F	53	15	83
06/04/2016	0	F	54	15	84
06/04/2016	0	F	60	15	85
06/04/2016	0	F	61	15	86
06/04/2016	0	F	62	15	87
06/04/2016	1	F	63	15	88
06/04/2016	0	F	64	15	89
06/04/2016	0	F	70	15	90
06/04/2016	0	F	71	15	91
06/04/2016	0	F	72	15	92
06/04/2016	0	F	73	15	93
06/04/2016	0	F	74	15	94
06/04/2016	0	F	80	15	95
06/04/2016	0	F	81	15	96
06/04/2016	0	F	82	15	97
06/04/2016	0	F	83	15	98
06/04/2016	0	F	84	15	99
06/04/2016	0	F	90	15	100
06/04/2016	0	F	91	15	101
06/04/2016	0	F	92	15	102
06/04/2016	1	F	93	15	103
06/04/2016	0	F	94	15	104
06/04/2016	0	F	100	15	105
06/04/2016	0	F	101	15	106
06/04/2016	0	F	102	15	107
06/04/2016	1	F	103	15	108
06/04/2016	0	F	104	15	109
06/04/2016	0	F	110	15	110
06/04/2016	0	F	111	15	111
06/04/2016	0	F	112	15	112
06/04/2016	0	F	113	15	113
06/04/2016	0	F	114	15	114
06/04/2016	0	F	120	15	115
06/04/2016	0	F	121	15	116
06/04/2016	0	F	122	15	117
06/04/2016	0	F	123	15	118
06/04/2016	0	F	124	15	119
06/04/2016	0	F	130	15	120
06/04/2016	0	F	131	15	121
06/04/2016	0	F	132	15	122
06/04/2016	0	F	133	15	123
06/04/2016	0	F	134	15	124
06/04/2016	0	F	140	15	125
06/04/2016	1	F	141	15	126
06/04/2016	0	F	142	15	127
06/04/2016	0	F	143	15	128
06/04/2016	0	F	144	15	129
06/04/2016	0	F	150	15	130
06/04/2016	0	F	151	15	131
06/04/2016	0	F	152	15	132
06/04/2016	0	F	153	15	133
06/04/2016	0	F	154	15	134
06/04/2016	0	M	10	15	60
06/04/2016	0	M	11	15	61
06/04/2016	0	M	12	15	62
06/04/2016	0	M	13	15	63
06/04/2016	0	M	14	15	64
06/04/2016	0	M	20	15	65
06/04/2016	0	M	21	15	66
06/04/2016	0	M	22	15	67
06/04/2016	0	M	23	15	68
06/04/2016	0	M	24	15	69
06/04/2016	0	M	30	15	70
06/04/2016	0	M	31	15	71
06/04/2016	0	M	32	15	72
06/04/2016	1	M	33	15	73
06/04/2016	0	M	34	15	74
06/04/2016	0	M	40	15	75
06/04/2016	0	M	41	15	76
06/04/2016	0	M	42	15	77
06/04/2016	1	M	43	15	78
06/04/2016	0	M	44	15	79
06/04/2016	0	M	50	15	80
06/04/2016	0	M	51	15	81
06/04/2016	0	M	52	15	82
06/04/2016	0	M	53	15	83
06/04/2016	1	M	54	15	84
06/04/2016	0	M	60	15	85
06/04/2016	0	M	61	15	86
06/04/2016	1	M	62	15	87
06/04/2016	0	M	63	15	88
06/04/2016	0	M	64	15	89
06/04/2016	0	M	70	15	90
06/04/2016	0	M	71	15	91
06/04/2016	0	M	72	15	92
06/04/2016	0	M	73	15	93
06/04/2016	0	M	74	15	94
06/04/2016	0	M	80	15	95
06/04/2016	0	M	81	15	96
06/04/2016	0	M	82	15	97
06/04/2016	0	M	83	15	98
06/04/2016	0	M	84	15	99
06/04/2016	0	M	90	15	100
06/04/2016	0	M	91	15	101
06/04/2016	0	M	92	15	102
06/04/2016	0	M	93	15	103
06/04/2016	0	M	94	15	104
06/04/2016	0	M	100	15	105
06/04/2016	0	M	101	15	106
06/04/2016	0	M	102	15	107
06/04/2016	0	M	103	15	108
06/04/2016	0	M	104	15	109
06/04/2016	0	M	110	15	110
06/04/2016	0	M	111	15	111
06/04/2016	0	M	112	15	112
